Profile Profile,Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Second Country Second Country,Height Height,Weight Weight,Birthplace Birthplace,Other Group Other Group,Former Group Former Group,Gender Gender,Position Position,Instagram Instagram,Twitter Twitter
,Hanbyeol,Ahn Hanbyeol,???,??,37907,,South Korea,,166,44,,,Dreamnote,F,,,
,Gaeul,Park Gaeul,???,??,36288,Favorite,South Korea,,164,48,Seoul,,,F,,,
,Saebom,Kim Seyoung,???,??,34712,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
,Seoyeon,Kim Minju,???,??,35029,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
,Sugyeong,Jo Sugyeong,???,??,36537,Favorite,South Korea,,0,0,Haenam,,,F,,,
,Jeonghee,Go Jeonghee,???,??,36596,Favorite,South Korea,,0,0,Incheon,,,F,,,
,Ahra,Go Ahra,???,??,36943,Favorite,South Korea,,0,0,Yeosu,,,F,,,
,Dohee,Yoon Dohee,???,??,36427,,South Korea,,0,0,,,NeonPunch,F,,,
Profile,E:U,Park Jiwon,???,??,35934,Everglow,South Korea,,0,0,,,,F,,,
Profile,Sihyeon,Kim Sihyeon,???,??,36377,Everglow,South Korea,,168,51,,,,F,,,
Profile,Mia,Han Eunji,???,??,36538,Everglow,South Korea,,0,0,,,,F,,,
Profile,Onda,Jo Selim,???,??,36664,Everglow,South Korea,,0,0,,,,F,,,
Profile,Aisha,Heo Yoorim,???,??,36728,Everglow,South Korea,,0,0,,,,F,,,
Profile,Yiren,Wang Yiren,???,??,36889,Everglow,China,,0,0,,,,F,,,
,Rubin,Lee Haejoon,???,??,34927,1TEAM,South Korea,,0,0,,,,M,,,
,BC,Jin Sungho,???,??,34533,1TEAM,South Korea,,0,0,,,,M,,,
,XEN,Lee Jinwoo,???,?,35846,OMEGA X,South Korea,,0,0,,,1TEAM,M,,,
,Jehyun,Moon Jehyun,???,??,36270,OMEGA X,South Korea,,0,0,,,1TEAM,M,,,
,Junghoon,Lee Junghoon,???,??,36711,1TEAM,South Korea,,0,0,,,,M,,,
,Seungwoo,Han Seungwoo,???,??,34692,VICTON,South Korea,,0,0,,,X1,M,,,
,Seungsik,Kang Seungsik,???,??,34805,VICTON,South Korea,,0,0,,,,M,,,
,Heo Chan,Heo Chan,??,??,35047,VICTON,South Korea,,0,0,,,,M,,,
,Sejun,Lim Sejun,???,??,35189,VICTON,South Korea,,0,0,,,,M,,,
,Hanse,Do Hanse,???,??,35698,VICTON,South Korea,,0,0,,,,M,,,
,Byungchan,Choi Byungchan,???,??,35746,VICTON,South Korea,,0,0,,,,M,,,
,Subin,Jung Subin,???,??,36255,VICTON,South Korea,,0,0,,,,M,,,
,E.sol,Jeon Jaehyuk,???,??,33864,14U,South Korea,,0,0,,,,M,,,
,Luha,Lee Gyeonghun,???,??,34015,14U,South Korea,,0,0,,,,M,,,
,Gohyeon,Go Hyeon,??,??,34608,14U,South Korea,,0,0,,,,M,,,
,B.S,Lee Youngsoo,???,???,34803,14U,South Korea,,0,0,,,,M,,,
,Loudi,Won Jihoon,???,???,35168,14U,Indonesia,"South Korea, China",0,0,,,,M,,,
,Eunjae,Kwak Eunjae,???,??,35187,14U,South Korea,,0,0,,,,M,,,
,Woojoo,Kim Sangyoon,???,??,35326,14U,South Korea,,0,0,,,,M,,,
,Dohyuk,Kim Dohyuk,???,??,35811,14U,South Korea,,0,0,,,,M,,,
,Hyunwoong,Kim Hyunwoong,???,??,35834,14U,South Korea,,0,0,,,,M,,,
,Sejin,Lee Sejin,???,??,36363,14U,South Korea,,0,0,,,,M,,,
,Youngwoong,Cho Youngwoon,???,??,36281,14U,South Korea,,0,0,,,,M,,,
,Rio,Son Gwanghyuk,???,??,36357,14U,South Korea,,0,0,,,,M,,,
,Gyeongtae,Kwon Gyeongtae,???,??,36730,14U,South Korea,,0,0,,,,M,,,
,Gun,Kwak Gun,??,?,37163,14U,South Korea,,0,0,,,,M,,,
,Seungjun,Ji Seungjun,???,??,36053,Astin,South Korea,,0,0,,,,M,,,
,Jingyu,Lee Jingyu,???,??,35907,Astin,South Korea,,0,0,,,,M,,,
,Hongil,Yoon Hongil,???,??,36171,Astin,South Korea,,0,0,,,,M,,,
,Junghun,Jang Junghun,???,??,36218,Astin,South Korea,,0,0,,,,M,,,
,Yeram,Yang Yeram,???,??,36616,Astin,South Korea,,0,0,,,,M,,,
,Mir,Lee Yoonsang,???,??,36591,Astin,South Korea,,0,0,,,,M,,,
,Hyeongseok,Chu Hyeongseok,???,??,36782,Astin,South Korea,,0,0,,,,M,,,
,Hyunsuk,Choi Hyunsuk,???,??,36271,Treasure,South Korea,,0,0,Daegu,,,M,,,
,Jihoon,Park Jihoon,???,??,36599,Treasure,South Korea,,0,0,Busan,,,M,,,
,Yoshi,Kanemoto Yoshinori,???? ????,??,36661,Treasure,Japan,,179,59,Kobe,,,M,,,
,Junkyu,Kim Junkyu,???,??,36778,Treasure,South Korea,,0,0,,,,M,,,
,Yoonbin,Ha Yoonbin,???,??,36871,,South Korea,,0,0,,,,M,,,
,Mashiho,Takata Mashiho,??? ???,???,36975,Treasure,Japan,,0,0,,,,M,,,
,Jaehyuk,Yoon Jaehyuk,???,??,37095,Treasure,South Korea,,0,0,,,,M,,,
,Asahi,Hanada Asahi,??? ???,???,37123,Treasure,Japan,,0,0,,,,M,,,
,Yedam,Bang Yedam,???,??,37383,Treasure,South Korea,,0,0,,,,M,,,
,Doyoung,Kim Doyoung,???,??,37959,Treasure,South Korea,,0,0,,,,M,,,
,Haruto,Watanabe Haruto,???? ???,???,38082,Treasure,Japan,,0,0,,,,M,,,
,Jeongwoo,Park Jeongwoo,???,??,38258,Treasure,South Korea,,0,0,,,,M,,,
,Hyunjun,Lee Hyunjun,???,??,36515,IZ,South Korea,,0,0,,,,M,,,
,Jihoo,Lim Soojung,???,??,36012,IZ,South Korea,,0,0,,,,M,,,
,Woosu,Kim Minseok,???,??,36487,IZ,South Korea,,0,0,,,,M,,,
,Junyoung,Lee Junyoung,???,??,36792,IZ,South Korea,,0,0,,,,M,,,
,Minjae,Jo Minjae,???,??,34554,Spectrum,South Korea,,0,0,,,,M,,,
,Dongkyu,Moon Dongkyu,???,??,33924,Spectrum,South Korea,,0,0,,,,M,,,
,Jaehan,Kim Jaehan,???,??,34881,OMEGA X,South Korea,,0,0,,,Spectrum,M,,,
,Hwarang,Park Jonghan,???,??,35038,Spectrum,South Korea,,0,0,,,,M,,,
,Villain,Lee Seunghyun,???,??,35993,Spectrum,South Korea,,0,0,,,,M,,,
,Eunjun,Choi Eunjun,???,??,36378,Spectrum,South Korea,,0,0,,,,M,,,
,Hyunji,Kim Hyunji,???,??,33785,Hashtag,South Korea,,165,0,,,,F,,,
,Sua,Yang Sua,???,??,34782,Hashtag,South Korea,,169,0,Gwangju,,,F,,,
,Dajeong,Kim Dajeong,???,??,34919,Hashtag,South Korea,,170,0,Gwangju,,,F,,,
,Seungmin,Lee Seungmin,???,??,35098,Hashtag,South Korea,,162,0,,,,F,,,
,Subin,Oh Subin,???,??,36068,Hashtag,South Korea,,172,0,,,,F,,,
,Sojin,Hong Sojin,???,??,36427,Hashtag,South Korea,,163,0,,,,F,,,
,Aeji,Kwon Aeji,???,??,36458,Hashtag,South Korea,,163,0,Daegu,,,F,,,
,Yiyeon,Jung Dasol,???,??,34847,BVNDIT,South Korea,,0,0,,,,F,,,
,Songhee,Yoon Songhee,???,??,36107,BVNDIT,South Korea,,0,0,,,,F,,,
,Jungwoo,Uhm Jungwoo,???,??,36252,BVNDIT,South Korea,,0,0,,,,F,,,
,Simyeong,Lee Simyeong,???,??,36307,BVNDIT,South Korea,,0,0,,,,F,,,
,Seungeun,Shim Seungeun,???,??,36887,BVNDIT,South Korea,,0,0,,,,F,,,
,Laon,Shin Kyuhyun,???,??,35052,ENOi,South Korea,,177,60,,,,M,,,
,Dojin,Jeon Yongtae,???,??,35496,ENOi,South Korea,,181,61,,,,M,,,
,Hamin,Jo Hamin,???,??,35727,ENOi,South Korea,,183,65,,,,M,,,
,Donghyuk,Park Donghyuk,???,??,36512,BLANK2Y,South Korea,,178,61,,,ENOi,M,,,
,Kevin,Park Jinwoo,???,??,36537,OMEGA X,South Korea,,167,51,,,ENOi,M,,,
,Junghoon,Han Jeonghoon,???,??,36570,OMEGA X,South Korea,,177,61,,,ENOi,M,,,
,Hyuk,Yang Hyuk,??,?,36600,OMEGA X,South Korea,,183,67,,,ENOi,M,,,
,Ji Hansol,Ji Hansol,???,???,34659,Newkidd,South Korea,,182,63,Busan,,UNB,M,,jisol_11,
,Choi Jiann,Choi Jaewoo,???,???,35703,Newkidd,South Korea,,175,0,,,,M,,,
,Jinkwon,Kim Jinkwon,???,??,36922,Newkidd,South Korea,,0,0,,,,M,,,
,Yunmin,Yun Min,??,??,36948,Newkidd,South Korea,,0,0,,,,M,,,
,Hwi,Jo Mingyu,???,?,37525,Newkidd,South Korea,,0,0,,,,M,,,
,Woochul,Shin Woochul,???,??,37531,Newkidd,South Korea,,0,0,,,,M,,,
,Seungchan,Kang Seungchan,???,??,37622,Newkidd,South Korea,,0,0,,,,M,,,
,Cheongeum,Jang Cheongeum,???,??,35235,Ho1iday,South Korea,,0,0,,,,F,,,
,Saebyeok,Shim Jaeyoung,???,??,35378,Ho1iday,South Korea,,0,0,,,,F,,,
,Heejoo,Jeon Heejoo,???,??,35399,Ho1iday,South Korea,,0,0,,,MyB,F,,,
,Haru,Lee Yoojeong,???,??,35487,Ho1iday,South Korea,,164,0,,,MyB,F,,,
,Dany,Jeon Eunji,???,??,35815,Ho1iday,South Korea,,0,0,,,,F,,,
Profile,BX,Lee Byounggon,???,???,35859,CIX,South Korea,,180,61,Incheon,,,M,"Leader, Main Rapper",,
Profile,Seunghun,Kim Seunghun,???,??,36217,CIX,South Korea,,181,69,,,,M,,,
Profile,Yonghee,Kim Yonghee,???,??,36573,CIX,South Korea,,177,59,,,,M,,,
Profile,Hyunsuk,Yoon Hyunsuk,???,??,37142,CIX,South Korea,,188,0,,,,M,,,
,Jeon Woong,Jeon Woong,??,??,35718,AB6IX,South Korea,,173,0,,,,M,,,
,Seoham,Park Seoham,???,??,34270,KNK,South Korea,,190,70,,,,M,"Main Rapper, Sub Vocal",,
,Dongwon,Lee Dongwon,???,??,34335,KNK,South Korea,,184,0,,,,M,,,
,Inseong,Jeong Inseong,???,??,34516,KNK,South Korea,,183,71,,,,M,Main Vocal,,
,Jihun,Kim Jihun,???,??,34750,KNK,South Korea,,186,73,,,,M,,,
,Heejun,Oh Heejun,???,??,35193,KNK,South Korea,,180,61,,,,M,,,
,Jiahn,Yoo Jiahn,???,??,33695,IN2IT,South Korea,,176,57,,,,M,,,
,Yeontae,Jeong Yeontae,???,??,33791,IN2IT,South Korea,,178,58,,,,M,,,
,Inho,Hwang Inho,???,??,34141,IN2IT,South Korea,,177,58,,,,M,,,
,Hyunuk,Han Hyunuk,???,??,34603,IN2IT,South Korea,,179,63,,,,M,,,
,Isaac,Voo Isaak,? ???,???,34680,IN2IT,Malaysia,,176,56,,,,M,,,
,Inpyo,Lee Inpyo,???,??,34925,IN2IT,South Korea,,182,66,,,,M,,,
,Sunghyun,Kim Sunghyun,???,??,35140,IN2IT,South Korea,,186,71,,,,M,,,
,Moonvok,Jang Moonvok,???,??,34800,Limitless,South Korea,,168,48,,,,M,,,
,Hwichan,Lee Heechan,???,??,35173,Limitless,South Korea,,0,0,,OMEGA X,,M,,,
,A.M,Seong Hyunwoo,???,???,35430,Limitless,South Korea,,181,62,,,,M,,,
,Heeseok,Yun Heeseok,???,??,35591,Limitless,South Korea,,180,61,,,,M,,,
,Yoonji,,,??,35997,Lusty,South Korea,,163,45,,,,F,"Rap, Leader",,
,Harin,,,??,35024,Lusty,South Korea,,160,43,Seoul,,,F,Sub Vocal,,
,Jinhui,,,??,35390,Lusty,South Korea,,160,42,Seongnam,,,F,Main Vocal,,
,Isol,,,??,35551,Lusty,South Korea,,166,48,Seoul,,,F,Main Vocal,,
,Yeryung,,,??,37429,Lusty,South Korea,,169,49,Busan,,,F,Sub Vocal,,
,Eson,Kim Jungmin,???,??,35427,We In The Zone,South Korea,USA,177,63,Honolulu,,,M,Leader,,
,Jooan,Im Jimyoung,???,??,35342,We In The Zone,South Korea,,173,58,Dongtan,,,M,,,
,Kyeongheon,Yoon Kyeongheon,???,??,35801,We In The Zone,South Korea,,175,60,Suncheon,,,M,,,
,Min,Lee Mincheon,???,?,35719,We In The Zone,South Korea,,171,50,Seoul,,,M,,,
,Shihyun,Kim Shihyun,???,??,35921,We In The Zone,South Korea,,0,0,Changwon,,,M,,,
,Yixuan,Zhou Yixuan,???,??,33218,UNIQ,China,,183,65,,,,M,,,
,Sungjoo,Kim Sungjoo,???,??,34381,UNIQ,South Korea,,180,65,,,,M,,,
,Wenhan,Li Wenhan,???,??,34537,UNIQ,China,,180,64,,,,M,,,
,Seungyoon,Cho Seungyoon,???,??,35282,UNIQ,South Korea,,183,68,,,X1,M,,,
,Yibo,Wang Yibo,???,??,35647,UNIQ,China,,182,65,,,,M,,,
,Yohan,Kim Yohan,???,??,36425,WEi,South Korea,,181,66,,,X1,M,,,
,Junho,Cha Junho,???,??,37446,DRIPPIN,South Korea,,178,63,,,X1,M,,,
,Dongpyo,Son Dongpyo,???,??,37508,Mirae,South Korea,,166,48,,,X1,M,,,
,Minhee,Kang Minhee,???,??,37516,CRAVITY,South Korea,,185,58,,,X1,M,,,
Profile,Eunsang,Lee Eunsang,???,??,37555,YOUNITE,South Korea,,180,58,,,X1,M,,,
,Hyeongjun,Song Hyeongjun,???,??,37590,CRAVITY,South Korea,,174,55,,,X1,M,,,
,Dohyon,Nam Dohyon,???,??,38301,BAE173,South Korea,,180,62,,,X1,M,,,
,Juri,Takahashi Juri,???? ??,??,35706,Rocket Punch,Japan,,160,44,,,,F,,,
,Yeonhee,Kim Yeonhee,???,??,36866,Rocket Punch,South Korea,,161,0,,,,F,,,
,Suyun,Kim Suyun,???,??,36967,Rocket Punch,South Korea,,169,52,,,,F,,,
,Yunkyung,Seo Yunkyung,???,??,37196,Rocket Punch,South Korea,,161,0,,,,F,,,
,Sohee,Kim Sohee,???,??,37847,Rocket Punch,South Korea,,161,46,,,,F,,,
,Dahyun,Jeong Dahyun,???,??,38471,Rocket Punch,South Korea,,160,0,,,,F,,,
,Yeseo,Kang Yeseo,???,??,38586,Kep1er,South Korea,,157,0,,,Busters,F,,,
,Wondae,Seol Wondae,???,??,35913,Dongkiz,South Korea,,180,63,,,,M,,,
,Kyungyoon,Lee Kyungyoon,???,??,36577,Dongkiz,South Korea,,177,58,,,,M,,,
,Munik,Jang Moonik,???,??,36970,Dongkiz,South Korea,,173,50,,,,M,,,
,Jaechan,Park Jaechan,???,??,37231,Dongkiz,South Korea,,177,58,,,,M,,,
,Jonghyeong,Kim Jonghyeong,???,??,37359,Dongkiz,South Korea,,178,65,,,,M,,,
,Yonggeun,Jo Yonggeun,???,??,34722,D1CE,South Korea,,174,54,,,,M,,,
,Hyunsoo,Kim Hyunsoo,???,??,34801,D1CE,South Korea,,176,60,,,,M,,,
,Yoojun,Jun Yoojun,???,??,34906,D1CE,South Korea,,0,0,,,,M,,,
,Woodam,Park Woodam,???,??,34913,D1CE,South Korea,,173,0,,,,M,,,
,Jinyoung,Woo Jinyoung,???,??,35581,D1CE,South Korea,,170,51,,,,M,,,
,Taedong,Kim Taedong,???,??,35741,OMEGA X,South Korea,,177,61,,,GIDONGDAE,M,,,
,Yehyeon,Kim Yehyeon,???,??,36415,GIDONGDAE,South Korea,,176,63,,,,M,,,
,Wonjin,Won Jin,??,??,37622,GIDONGDAE,South Korea,,0,0,,,,M,,,
,Youngho,Noh Youngho,???,??,34052,SIGNAL,South Korea,,0,0,,,,M,,,
,Gihwan,Kim Gihwan,???,??,34297,SIGNAL,South Korea,,0,0,,,,M,,,
,Kyuhwan,Lee Kyuhwan,???,??,34595,SIGNAL,South Korea,,0,0,,,E7,M,,,
,Bokeun,Kim Bokeun,???,??,34619,SIGNAL,South Korea,,0,0,,,,M,,,
,Aini,Kim Heejung,???,???,33432,,South Korea,,163,44,,,Pink Fantasy,F,,,
,Seea,Kang Eunyoung,???,??,34567,Pink Fantasy,South Korea,,160,43,,,,F,,,
,Yechan,Kim Yechan,???,??,35029,Pink Fantasy,South Korea,,159,45,,,,F,,,
,Daewang Nim,Daewang Nim,???,???,35163,Pink Fantasy,South Korea,,162,49,,,,F,,,
,Sanga,Lee Sanga,???,??,36377,,South Korea,,165,0,,,Pink Fantasy,F,,,
,Yubin,Cho Yubin,???,??,36442,,South Korea,,156,40,,,Pink Fantasy,F,,,
,Harin,Park Guenhye,???,??,36672,Pink Fantasy,South Korea,,164,48,,,,F,,,
,Arang,Park Yerim,???,??,36913,Pink Fantasy,South Korea,,167,49,,,,F,,,
,Heesun,Park Heesun,???,??,38377,Pink Fantasy,South Korea,,162,45,,,,F,,,
,Lina,Oh Sejin,???,??,35638,ANS,South Korea,,0,0,,,,F,,,
,Royeon,Jeon Hyunjoo,???,??,35846,ANS,South Korea,,0,0,,,,F,,,
,Dalyn,Lee Sohyun,???,??,36399,ANS,South Korea,,0,0,,,,F,,,
,Raon,Lee Seoyoung,???,??,36546,ANS,South Korea,,0,0,,,,F,,,
,Bian,Yu Jiwon,???,??,36935,MAJORS,South Korea,,0,0,,,ANS,F,,,
,Dami,Hong Dayoung,???,??,37049,ANS,South Korea,,0,0,,,,F,,,
,Doi,Kim Doi,???,??,34436,FANATICS,South Korea,,170,0,,,,F,,,
,Sika,Ren Shika,? ??,??,34933,,China,,165,0,,,FANATICS,F,,,
,Chaelin,Lee Chaelin,???,??,36453,FANATICS,South Korea,,162,47,,,,F,,,
,Chiayi,Li Chiayi,???,???,36547,FANATICS,Taiwan,,164,0,,FANATICS FLAVOR,,F,,,
,Yoonhye,Jung Yoonhye,???,??,37168,FANATICS,South Korea,,173,0,,FANATICS FLAVOR,,F,,,
,Doah,Kim Doah,???,??,37959,FANATICS,South Korea,,163,42,,FANATICS FLAVOR,,F,,,
,Loha,Kang Yejin,???,??,37252,Nature,South Korea,,171,0,,,,F,,,
,Yunji,Kim Yunji,???,??,35303,ARIAZ,South Korea,,0,0,,,,F,,,
,Dawon,Lee Dawon,???,??,35401,ARIAZ,South Korea,,0,0,,,,F,,,
,Sihyeon,Kang Sihyeon,???,??,35991,ARIAZ,South Korea,,0,0,,,,F,,,
,Yeori,Choi Yeori,???,??,36411,ARIAZ,South Korea,,0,0,,,,F,,,
,Hyogyeong,Jang Hyogyeong,???,??,36479,ARIAZ,South Korea,,0,0,,,,F,,,
,Jueun,Jo Jueun,???,??,36918,ARIAZ,South Korea,,0,0,,,,F,,,
,Yurim,Park Yurim,???,??,35898,3YE,South Korea,,164,0,,,Apple.B,F,,,
,Yuji,Son Yuji,???,??,36124,3YE,South Korea,,160,45,,,Apple.B,F,,,
,Haeun,Yoon Haeun,???,??,36231,3YE,South Korea,,163,0,,,Apple.B,F,,,
,Kain,Bang Junho,???,??,35514,ARGON,South Korea,,178,0,,,,M,,,
,Haneul,Lee Haneul,???,??,35219,ARGON,South Korea,,175,0,,,,M,,,
,Roel,Kim Sunho,???,??,35474,ARGON,South Korea,,0,0,,,,M,,,
,Yeoun,Lee Kyeongbin,???,??,35676,ARGON,South Korea,,0,0,,,,M,,,
,Gon,Kim Seongjung,???,?,36112,ARGON,South Korea,,0,0,,,,M,,,
,Jaeun,Ha Jaeun,???,??,36431,ARGON,South Korea,,0,0,,,,M,,,
,J,Lee Yeji,???,??,35838,ANS,South Korea,,0,0,,,,F,,,
,Haena,Jeon Eunbi,???,??,37306,ANS,South Korea,,0,0,,,,F,,,
,Kiara,Baek Jinjoo,???,???,36027,,South Korea,,0,0,,,,F,,,
,Semi,Gu Semi,???,??,37356,Cignature,South Korea,,166,46,,,,F,,,
,Seline,Jung Yeonjeong,???,??,36697,Cignature,South Korea,,0,0,,,,F,,,
,Bada,Kim Bada,???,??,37404,Hinapia,South Korea,,162,49,,,,F,,,
,Kookheon,Kim Kookheon,???,??,35535,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
,Yuvin,Song Yuvin,???,??,35913,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
,Kim Yoon,Kim Seongsu,???,??,34382,DUSTIN,South Korea,,183,65,,,,M,,,
,Siu,Hwang Inseok,???,??,34838,DUSTIN,South Korea,,0,0,,,,M,,,
,Daon,Ahn Seonil,???,??,36870,DUSTIN,South Korea,,0,0,,,,M,,,
,Seunghan,Lee Seunghan,???,??,35117,DUSTIN,South Korea,,0,0,,,,M,,,
,Hwani,Jo Sihyeon,???,??,34654,DUSTIN,South Korea,,0,0,,,,M,,,
,JJ,Jun Jihyeok,???,????,36140,DUSTIN,South Korea,,0,0,,,,M,,,
,BEL,Choi Sunghoon,???,?,36667,DUSTIN,South Korea,,0,0,,,,M,,,
,AleXa,Kim Seri,???,???,35405,,USA,,0,0,,,,F,,,
,Love,Park Jisung,???,??,34351,,South Korea,,0,0,,,OnlyOneOf,M,,,
,KB,Shin Kyubin,???,??,34447,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Junji,Kim Junhyung,???,??,35891,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Yoojung,Lee Taeyeop,???,??,35569,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Rie,Lee Seungho,???,??,35375,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Mill,Lee Yongsoo,???,?,36249,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Nine,Jung Wookjin,???,??,36507,OnlyOneOf,South Korea,,0,0,,,,M,,,
,Della,Park Sehyun,???,??,34945,Rockit Girl,South Korea,,0,0,,,,F,,,
,Han Leeseul,Han Jiyoon,???,???,36568,Rockit Girl,South Korea,,0,0,,,,F,,,
,Castle J,Son Sangjoon,???,????,36311,MCND,South Korea,,0,0,,,,M,,,
,Bic,Nam Seungmin,???,?,37006,MCND,South Korea,,0,0,,,,M,,,
,Minjae,Song Minjae,???,??,37856,MCND,South Korea,,0,0,,,,M,,,
,Huijun,Noh Huijun,???,??,37901,MCND,South Korea,,0,0,,,,M,,,
,Win,Bang Junhyuk,???,?,38340,MCND,South Korea,,0,0,,,,M,,,
,Changgyu,Song Changgyu,???,??,34156,UNVS,South Korea,,0,0,,,,M,,,
,YY,Kim Moonyong,???,????,33480,UNVS,South Korea,,0,0,,,,M,,,
,Jen,Kim Yehyeon,???,?,35516,UNVS,South Korea,,0,0,,,,M,,,
,Jun H.,Im Joonhyun,???,??,33478,UNVS,South Korea,,0,0,,,,M,,,
,Eunho,Shin Donggeun,???,??,33857,UNVS,South Korea,,0,0,,,,M,,,
,Jinwoo,Lee Jinwoo,???,??,38243,Ghost9,South Korea,,176,57,,TEEN TEEN,,M,,,
,Taesung,Lee Taesung,???,??,37974,,South Korea,,184,64,,TEEN TEEN,Ghost9,M,,,
,Woojin,Lee Woojin,???,??,37718,Ghost9,South Korea,,178,65,,TEEN TEEN,,M,,,
,Serim,Park Serim,???,??,36222,CRAVITY,South Korea,,0,0,,,,M,,,
,Allen,Allen Ma,?? ?,??,36276,CRAVITY,USA,South Korea,0,0,,,,M,,,
,Jungmo,Koo Jungmo,???,??,36561,CRAVITY,South Korea,,181,58,,,,M,,,
,Woobin,Seo Woobin,???,??,36815,CRAVITY,South Korea,,0,0,,,,M,,,
,Wonjin,Ham Wonjin,???,??,36972,CRAVITY,South Korea,,174,57,,,,M,,,
,BIBI,Kim Hyungseo,???,??,36065,,South Korea,,0,0,,,,F,,,
,Taeyoung,Kim Taeyoung,???,??,37648,CRAVITY,South Korea,,0,0,,,,M,,,
,Seongmin,Ahn Seongmin,???,??,37834,CRAVITY,South Korea,,0,0,,,,M,,,
,Chihoon,Choi Chihoon,???,??,36277,TOO,South Korea,,0,0,,,,M,,,
,Donggeon,Song Donggeon,???,??,36356,TOO,South Korea,,0,0,,,,M,,,
,Chan,Jo Chanhyuk,???,?,36502,TOO,South Korea,,0,0,,,,M,,,
,Jisu,Choi Jisu,???,??,36544,TOO,South Korea,,0,0,,,,M,,,
,Minsu,Kim Minsu,???,??,36605,TOO,South Korea,,0,0,,,,M,,,
,Jaeyun,Lee Jaeyun,???,???,36754,TOO,South Korea,,0,0,,,,M,,,
,J.YOU,Kim Jaeyu,???,??,36832,TOO,South Korea,,0,0,,,,M,,,
,Kyungho,Jang Kyungho,???,??,37018,TOO,South Korea,,0,0,,,,M,,,
,Jerome,Oh Sungmin,???,??,37128,TOO,South Korea,,0,0,,,,M,,,
,Woonggi,Cha Woonggi,???,??,37369,TOO,South Korea,,0,0,,,,M,,,
,Woo-ah,Kim Chaewon,???,??,35601,CRAXY,South Korea,,0,0,,,,F,,,
,Karin,Baek Yerin,???,??,36639,CRAXY,South Korea,,0,0,,,,F,,,
,Hyejin,Kang Hyejin,???,??,36720,CRAXY,South Korea,,0,0,,,,F,,,
,Swan,Kim Suan,???,??,36888,CRAXY,South Korea,,0,0,,,,F,,,
,ChaeY,Song Chaeyeon,???,??,37627,CRAXY,South Korea,,0,0,,,,F,,,
,Lina,Oh Hyesoo,???,??,35573,RedSquare,South Korea,,0,0,,,,F,,,
,Nana,Kwon Nayeon,???,??,36959,woo!ah!,South Korea,,0,0,,,,F,"Leader, Main Dancer",,
,Wooyeon,Park Jinkyung,???,??,37663,woo!ah!,South Korea,,0,0,,,,F,Vocalist,,
,Sora,Sakata Sora,??? ??,??,37863,woo!ah!,Japan,,0,0,,,,F,Vocalist,,
,Lucy,Kim Daeun,???,??,38086,woo!ah!,South Korea,,0,0,,,,F,"Rapper, Vocalist",,
,Minseo,Kim Minseo,???,??,38211,woo!ah!,South Korea,,0,0,,,,F,"Vocalist, Dancer",,
,Songyee,Park Songyee,???,??,38255,,South Korea,,0,0,,,woo!ah!,F,Main Rapper,,
Profile,Lea,Ogawa Mizuki,??? ???,??,34923,SECRET NUMBER,Japan,,169,0,Tokyo,,Skarf,F,,,
,Dita,Dita Karang,?? ??,??,35424,SECRET NUMBER,Indonesia,,0,0,Yogyakarta,,,F,,,
,Jinny,Park Jinhee,???,??,35814,SECRET NUMBER,South Korea,USA,0,0,California,,,F,,,
,Soodam,Lee Soodam,???,??,36473,SECRET NUMBER,South Korea,,0,0,,,,F,,,
,Denise,Kim Denise,????,???,36902,SECRET NUMBER,South Korea,USA,0,0,,,,F,,,
Profile,Soojin,Lee Soojin,???,??,37237,Weeekly,South Korea,,165,0,,,,F,"Leader, Main Dancer, Sub Vocal",,
Profile,Jiyoon,Shin Jiyoon,???,??,37317,,South Korea,,0,0,,,Weeekly,F,"Lead Vocal, Lead Dancer",,
Profile,Monday,Kim Jimin,???,???,37386,Weeekly,South Korea,,172,0,,,,F,"Main Vocal, Main Dancer",,
Profile,Soeun,Park Soeun,???,??,37555,Weeekly,South Korea,,168,0,,,,F,"Lead Vocal, Lead Dancer",,
Profile,Jaehee,Lee Jaehee,???,??,38064,Weeekly,South Korea,,166,0,,,,F,"Rapper, Sub Vocal",,
Profile,Jihan,Han Jihyo,???,??,38180,Weeekly,South Korea,,0,0,,,,F,Lead Vocal,,
Profile,Zoa,Cho Hyewon,???,??,38503,Weeekly,South Korea,,170,0,,,,F,"Rapper, Sub Vocal",,
,Seokhwa,Kang Seokhwa,???,??,36861,WEi,South Korea,,172,56,,,,M,,,
,Areum,Kim Daun,???,??,35826,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
,Hyebin,Kim Hyebin,???,??,35518,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
,Segye,Shin Segye,???,??,36026,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
